year,study_ID,year_of_collection ,continent ,country,latitude,longitude,hs1,hs,IS03,Order,host_species1,bees_type,host1,host,dm,dignostic_method,genus,Tryp_species1,Tryp_species2,total,cases,all_prevelence_,ID,infected,not_infected,p,WM,notes,all_type,all_type2,md,insec1,insec,sm,Column1,Column2
2015,"(Grijalva et al., 2015)",2005-2009,South America,Ecuador,00°15’S,78°35’W,1,2,ECU,Hemiptera,Rhodnius ecuadoriensis,"R. ecuadoriensis, T. carrioni, P. chinai, P. rufotuberculatus",truebugs,truebugs,mol,PCR,9,Trypanosoma_cruzi,Trypanosoma_cruzi,353,80,10.6,26441260,80,273,0.106,,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta,,
2016,"(Lardeux et al., 2016)",NA,South America,Bolivia,16°20’S,68°10’W,1,1,BOL,Hemiptera,Triatoma infestans ,Triatoma infestans ,truebugs,truebugs,mol,PCR,9,Trypanosoma_cruzi,Trypanosoma_cruzi,650,108,16.8,27860015,108,542,0.168,,prospective study,1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta,,
2005,"(Lauricella et al., 2005)",1999,South America,Argentina,36°30’S,60°00’W,1,2,ARG,Hemiptera,Triatoma guasayana,"T. guasayana, T. infestans",truebugs,truebugs,micro,"microscopic	examination",9,Trypanosoma_cruzi,Trypanosoma_cruzi,1623,14,0.9,16021298,14,1609,0.009,,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta,,
2006,"(Magallon-Gastelum et al., 2006)",1998-1999,North America,Mexico,19°20’N,99°10’W,1,2,MEX,Hemiptera,Triatoma longipennis,"T. longipennis, T. picturata ",truebugs,truebugs,micro,"microscopic	examination",9,Trypanosoma_cruzi,Trypanosoma_cruzi,485,245,50.5,T8,245,240,0.505,,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta,,
2014,"(Mejia-Jaramillo et al., 2014)",,South America,Colombia,04°34’N,74°00’W,1,4,COL,Hemiptera,Rhodnius prolixus,"R. prolixus, Rhodnius pic- tipes, T. dimidiata, R. pictipes, Panstrongylus rufotuberculatus",truebugs,truebugs,sero,agreement(microscopic and PCR) ,9,Trypanosoma_cruzi,Trypanosoma_cruzi,464,44,9.4,T3,44,420,0.094,,among houses of infected pp,1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta,,
2003,"(Monroy et al., 2003)", 1993-1998,North America,Guatemala,14°40’N,90°22’W,1,2,GTM,Hemiptera,Triatoma dimidiata,"Triatoma dimidiata, Triatoma nitida and Rhodnius prolixus",truebugs,truebugs,micro,"microscopic	examination",9,Trypanosoma_cruzi,Trypanosoma_cruzi,4128,819,19.8,12886407,819,3309,0.198,, agreement (microscopic examination and PCR ),1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta,,
2014,"(Ribeiro et al., 2014)",2002-2009,South America,Brazil,15°47’S,47°55’W,1,2,BRA,Hemiptera,Triatoma rubrovaria,"T. rubrovaria, T. lenti, T. sordida, T. melanocephala, T. sordida.",truebugs,truebugs,micro,microscopic examination,9,Trypanosoma_cruzi,Trypanosoma_cruzi,720,46,6.4,49,46,674,0.064,,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta,,
2004,"(Sarquis et al., 2004)",2000-2002,South America,Brazil,15°47’S,47°55’W,1,2,BRA,Hemiptera,Triatoma brasiliensis,"Triatoma brasiliensis, T. pseudomaculata, Rhodnius nasutus, Panstrongy luslutzi.",truebugs,truebugs,micro,"microscopic	examination",9,Trypanosoma_cruzi,Trypanosoma_cruzi,1773,302,17,40,302,1471,0.17,,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta,,
2008,"(Villagran et al., 2008)",2003-2005,North America,Mexico,19°20’N,99°10’W,1,2,MEX,Hemiptera,Triatoma Mexicana,"Tri. Mexicana, Tri. Gerstaeckeri, Tri. Pallidipennis, Tri. Dimidiata",truebugs,truebugs,micro,"microscopic	examination",9,Trypanosoma_cruzi,Trypanosoma_cruzi,508,145,28.5,18589465,145,363,0.285,,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta,,
2010,"(Bacigalupo et al., 2010)",2008-2009,South America,Chile,,,,,CHL,,T. infestans ,True bug,truebugs,truebugs,sero,avarege(ELISA and IFAT),9,Trypanosoma_cruzi,Trypanosoma_cruzi,52,19,36.54,K14,19,33,0.3654,,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta,,
2017,"(Aleman et al., 2017)",2013-2014,North America,United States,39°91’N,77°02’W,1,2,USA,Rodentia,Baiomys taylori,"Baiomys taylori, Neotoma micropus , Peromyscus leucopus, Liomys irroratus, Chaetodipus hispidus, Sigmodon hispidus.",rodents,rodents,sero,qPCR and PCR,9,Trypanosoma_cruzi,Trypanosoma_cruzi,543,8,1.35,28091763,8,535,0.0135,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta,,
2018,"(Schoener et al., 2018)",2014-2015,Europe,Austria,48°12’N,16°22’E,2,2,AUT,Diptera,Culex pipiens ,Cx. pipiens f. pipiens ,flies,flies,mol," nested PCR, PCR ",9,Trypanosoma_culicavium,Trypanosoma_culicavium,1939,9,0.46,29672618,9,1930,0.0046,,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta,,
2018,"(Schoener et al., 2018)",2014-2015,Europe,Austria,48°12’N,16°22’E,1,1,AUT,Diptera,Culex torrentium ,Cx. torrentium ,flies,flies,mol," nested PCR, PCR ",9,Trypanosoma_culicavium,Trypanosoma_culicavium,56,2,3.57,29672618,2,54,0.0357,,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta,,
2018,"(Bento et al., 2018)",,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Chiroptera,Carollia perspicillata ,Carollia perspicillata ,bats,bats,sero, microhematocrit,9,Trypanosoma_dionisii,Trypanosoma_dionisii,36,9,25,T5,9,27,0.25,,microhematocrit,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta,,
2016,"(Hodo et al., 2016)",NA,North America,United States,39°91’N,77°02’W,1,2,USA,Chiroptera,Tadarida brasiliensis,,bats,bats,mol, PCR ,9,Trypanosoma_dionisii,Trypanosoma_dionisii,476,5,1.1,27647574,5,471,0.011,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta,,
2016,"(Hodo et al., 2016)",NA,North America,United States,39°91’N,77°02’W,1,2,USA,Chiroptera,Parastrellus hesperus,,bats,bats,mol, PCR ,9,Trypanosoma_dionisii,Trypanosoma_dionisii,15,2,13.3,27647574,2,13,0.133,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta,,
2016,"(Hodo et al., 2016)",NA,North America,United States,39°91’N,77°02’W,1,2,USA,Chiroptera,Antrozous pallidus ,"Tadarida brasiliensis, Nycticeius humeralis, Parastrellus hesperus, Antrozous pallidus, Lasiurus borealis, Lasiurus  intermedius, Myotis velifer, Perimyotis subflavus. ",bats,bats,mol, PCR ,9,Trypanosoma_dionisii,Trypanosoma_dionisii,9,2,22.2,27647574,2,7,0.222,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta,,
2019,"(Rangel et al., 2019)",2015-2016,South America,Brazil,15°47’S,47°55’W,1,2,BRA,Chiroptera,Anoura geoffroyi,"Anoura geoffroyi , Carollia perspicillata, Sturnira lilium, Artibeus lituratus, Carollia perspicillata, Sturnira lilium.",bats,bats,mol," DTUs, nested PCR, PCR ",9,Trypanosoma_dionisii,Trypanosoma_dionisii,181,13,7.2,m8,13,168,0.072,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta,,
2003,"(Clausen et al., 2003)",2000,Asia,Mongolia,46.8625° N,103.8467° E,1,1,MNG,Perissodactyla,Equus ferus caballus,Equus ferus caballus,equids,equids,sero,agreement: ELISA and CFT,9,Trypanosoma_equiperdum,Trypanosoma_equiperdum,1121,55,4.9,12860063,55,1066,0.049,,agreement: ELISA and CFT,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta,,
2004,"(nan et al., 2004)",2000-2001,South America,Brazil,15°47’S,47°55’W,2,2,BRA,animals,,"Euphractus sp., Myotis sp., Carollia sp., Platyrrhinus sp., Artibeus sp., Monodelphis sp., Dasyprocta sp., Oecomys sp., Clyomys sp., Thrichomys sp., Buffalo, Cattle, Coati, Dog, 
Horse",animals,animals,mol,PCR,9,Trypanosoma_evansi,Trypanosoma_evansi,1093,222,20.3,39,222,871,0.203,,pcr,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta,,
2000,"(Reid & Copeman, 2000)",1997-1998,North America,Guinea,09°29’N,13°49’W,1,2,GIN,"Diprotodontia, Artiodactyla.",Sus domesticus,"Sus domesticus, Bos taurus, Macropus agilis",animals,animals,sero,"avar(  CATT , MI, HCT)",9,Trypanosoma_evansi,Trypanosoma_evansi,545,14,2.7,11194473,14,531,0.027,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta,,
2000,"(Reid & Copeman, 2000)",1997-1998,North America,Papua New Guinea,09°29’N,13°49’W,1,2,PNG,"Diprotodontia, Artiodactyla.",Sus domesticus,"Sus domesticus, Bos taurus, Macropus agilis",animals,animals,sero,"avar(  CATT , MI, HCT)",9,Trypanosoma_evansi,Trypanosoma_evansi,545,14,2.7,11194473,14,531,0.027,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta,,
2012,"(Rodriguez et al., 2012)",NA,Europe,Spain,40°25’N,03°45’W,1,2,ESP,Artiodactyla,Bos taurus,"Bos taurus, Ovis aries",animals,animals,sero,CATT,9,Trypanosoma_evansi,Trypanosoma_evansi,1228,61,5,30,61,1167,0.05,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta,,
2000,"(Davison et al., 2000)",1994-1995,Asia,Indonesia,06°09’S,106°49’E,1,1,IDN,Artiodactyla,Bubalus bubalis,Bubalus bubalis,buffaloes,buffaloes,sero,MHCT ,9,Trypanosoma_evansi,Trypanosoma_evansi,2387,96,4,10722144,96,2291,0.04,,Surra,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta,,
2015,"(Kocher et al., 2015)",2009,Asia,Philippines,14°40’N,121°03’E,1,1,PHL,Artiodactyla,Bubalus bubalis,Bubalus bubalis,buffaloes,buffaloes,sero, ELISA ,9,Trypanosoma_evansi,Trypanosoma_evansi,892,109,12.2,26101772,109,783,0.122,,Surra,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta,,
2015,"(Kocher et al., 2015)",2009,Asia,Thailand,14°40’N,121°03’E,1,1,THA,Artiodactyla,Bubalus bubalis,Bubalus bubalis,buffaloes,buffaloes,sero, ELISA ,9,Trypanosoma_evansi,Trypanosoma_evansi,892,109,12.2,26101772,109,783,0.122,,Surra,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta,,
2010,"(Shahzad et al., 2010)",2009,Asia,Pakistan,33°40’N,73°10’E,1,1,PAK,Artiodactyla,Bubalus bubalis,Bubalus bubalis,buffaloes,buffaloes,mol,PCR,9,Trypanosoma_evansi,Trypanosoma_evansi,1250,97,7.7,20680446,97,1153,0.077,,Surra,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta,,
2013,"(Sharma et al., 2013)",2011,Asia,India,28°37’N,77°13’E,1,1,IND,Artiodactyla,Bubalus bubalis,Bubalus bubalis,buffaloes,buffaloes,mol,PCR,9,Trypanosoma_evansi,Trypanosoma_evansi,25,11,44,24069605,11,14,0.44,,Surra,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta,,
2017,"(Singh et al., 2017)",2013-2014,Asia,India,28°37’N,77°13’E,1,1,IND,Artiodactyla,Bubalus bubalis,Bubalus bubalis,buffaloes,buffaloes,sero,TE-LAT,9,Trypanosoma_evansi,Trypanosoma_evansi,890,463,18.6,22,463,427,0.186,,among suspected,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta,,
2012,"(Sharma et al., 2012)",,Asia,India,,,,,IND,,,Buffaloes,buffaloes,buffaloes,mol,PCR ,9,Trypanosoma_evansi,Trypanosoma_evansi,29,4,13.79,K17,4,25,0.1379,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta,,
2019,"(Alarabi et al., 2019)",2005,Asia,Saudi Arabia,24°41’N,46°42’E,1,1,SAU,Artiodactyla,Camelus dromedarius ,Camelus dromedarius ,camels,camels,mol,PCR,9,Trypanosoma_evansi,Trypanosoma_evansi,679,210,30.9,20,210,469,0.309,,short coomunication ,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta,,
2003,"(Atarhouch et al., 2003)",1997-1998,Africa,Morocco,31.7917° N,7.0926° W,1,1,MAR,Artiodactyla,Camelus dromedarius ,Camelus dromedarius ,camels,camels,sero,avar((CATT) and  (Ab-ELISA) ),9,Trypanosoma_evansi,Trypanosoma_evansi,1460,241,16.2,12559707,241,1219,0.162,,avar(ELISA and CATT),1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta,,
2015,"(Birhanu et al., 2015)",Na,Africa,Ethiopia,09°02’N,38°42’E,1,1,ETH,Artiodactyla,Camelus dromedarius ,Camelus dromedarius ,camels,camels,mol,PCR,9,Trypanosoma_evansi,Trypanosoma_evansi,754,92,12.2,T19,92,662,0.122,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta,,
2019,"(Boushaki et al., 2019)",2014-2016,Africa,Algeria,36°42’N,03°08’E,1,1,DZA,Artiodactyla,Camelus dromedarius ,Camelus dromedarius ,camels,camels,mol,PCR,9,Trypanosoma_evansi,Trypanosoma_evansi,1046,536,60,31372547,536,510,0.6,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta,,
2004,"(Delafosse & Doutoum, 2004)",1997-1998,Africa,Chad,12°10’N,14°59’E,1,1,TCD,Artiodactyla,Camelus dromedarius ,Camelus dromedarius ,camels,camels,sero,avar(CATT and BCT),9,Trypanosoma_evansi,Trypanosoma_evansi,2831,495,17.5,14746975,495,2336,0.175,,avar(CATT and BCT),1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta,,
2000,"(Gutierrez et al., 2000)",1997-1999,Europe,Spain,40°25’N,03°45’W,1,1,ESP,Artiodactyla,Camelus dromedarius ,Camelus dromedarius ,camels,camels,sero,CATT/T-evansi,9,Trypanosoma_evansi,Trypanosoma_evansi,745,36,4.8,10828522,36,709,0.048,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta,,
2000,"(Molina et al., 2000)",1998-1999,Europe,Spain,40°25’N,03°45’W,1,1,ESP,Artiodactyla,Camelus dromedarius ,Camelus dromedarius ,camels,camels,sero, ELISA,9,Trypanosoma_evansi,Trypanosoma_evansi,444,6,1.35,11018734,6,438,0.0135,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta,,
2002,"(Ngaira et al., 2002)",1996-1997,Africa,Kenya,01°17’S,36°48’E,1,1,KEN,Artiodactyla,Camelus dromedarius ,Camelus dromedarius ,camels,camels,sero,haematocrit centrifugation technique (HCT),9,Trypanosoma_evansi,Trypanosoma_evansi,2227,27,1.2,12625378,27,2200,0.012,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta,,
2004,"(Njiru et al., 2004)",2003,Africa,Kenya,01°17’S,36°48’E,1,1,KEN,Artiodactyla,Camelus dromedarius ,Camelus dromedarius ,camels,camels,mol,PCR,9,Trypanosoma_evansi,Trypanosoma_evansi,549,144,26.2,15381299,144,405,0.262,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta,,
2015,"(Tehseen et al., 2015)",2012-2013,Asia,Pakistan,33°40’N,73°10’E,1,1,PAK,Artiodactyla,Camelus dromedarius ,Camelus dromedarius ,camels,camels,mol,PCR,9,Trypanosoma_evansi,Trypanosoma_evansi,1005,307,30.5,26259616,307,698,0.305,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta,,
2009,"(Desquesnes et al., 2009)",NA,Europe,Thailand,48°50’N,02°20’E,1,1,THA,Artiodactyla,Bos taurus ,Bos taurus.,cattle,cattle,sero, ELISA,9,Trypanosoma_evansi,Trypanosoma_evansi,1979,163,8.2,23,163,1816,0.082,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta,,
2009,"(Desquesnes et al., 2009)",NA,Europe,France,48°50’N,02°20’E,1,1,FRA,Artiodactyla,Bos taurus ,Bos taurus.,cattle,cattle,sero, ELISA,9,Trypanosoma_evansi,Trypanosoma_evansi,1979,163,8.2,23,163,1816,0.082,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta,,
2018,"(Jaimes-Duenez et al., 2017)",2014-2016,South America,Colombia,04°34’N,74°00’W,1,1,COL,Artiodactyla,Bubalus bubalis,Bubalus bubalis,cattle,cattle,mol,PCR,9,Trypanosoma_evansi,Trypanosoma_evansi,152,2,1.3,29279084,2,150,0.013,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta,,
2018,"(Jaimes-Duenez et al., 2017)",2014-2016,South America,Colombia,04°34’N,74°00’W,1,1,COL,Artiodactyla,Bos taurus ,Bos taurus.,cattle,cattle,mol,PCR,9,Trypanosoma_evansi,Trypanosoma_evansi,1432,97,6.7,29279084,97,1335,0.067,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta,,
2017,"(Jaimes-Duenez et al., 2017)",2014-2015,South America,Colombia,04°34’N,74°00’W,1,1,COL,Artiodactyla,Bos taurus ,Bos taurus.,cattle,cattle,mol,nested PCR,9,Trypanosoma_evansi,Trypanosoma_evansi,464,43,9.3,27956049,43,421,0.093,,PCR,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta,,
2009,"(Mekata et al., 2009)",2008,South America,Bolivia,16°20’S,68°10’W,1,1,BOL,Artiodactyla,Bos taurus ,Bos taurus.,cattle,cattle,mol,PCR,9,Trypanosoma_evansi,Trypanosoma_evansi,838,70,8.3,19664722,70,768,0.083,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta,,
2009,"(Mekata et al., 2009)",2008,South America,Peru,16°20’S,68°10’W,1,1,PER,Artiodactyla,Bos taurus ,Bos taurus.,cattle,cattle,mol,PCR,9,Trypanosoma_evansi,Trypanosoma_evansi,838,70,8.3,19664722,70,768,0.083,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta,,
2019,"(nan et al., 2019)",2014-2016,South America,Colombia,04°34’N,74°00’W,1,1,COL,Artiodactyla,Bos taurus ,Bos taurus.,cattle,cattle,mol,PCR ,9,Trypanosoma_evansi,Trypanosoma_evansi,710,49,6.9,31311647,49,661,0.069,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta,,
2019,"(Odeniran et al., 2019)",2016-2017,Africa,Nigeria,09°05’N,07°32’E,1,1,NGA,Artiodactyla,Bos taurus ,Bos taurus.,cattle,cattle,mol,PCR,9,Trypanosoma_evansi,Trypanosoma_evansi,745,13,1.74,30243980,13,732,0.0174,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta,,
2013,"(Sharma et al., 2013)",2011,Asia,India,28°37’N,77°13’E,1,1,IND,Artiodactyla,Bos taurus ,Bos taurus.,cattle,cattle,mol,PCR,9,Trypanosoma_evansi,Trypanosoma_evansi,386,139,36,24069605,139,247,0.36,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta,,
2012,"(Sharma et al., 2012)",,Asia,India,,,,,IND,Artiodactyla,Bos taurus,cattle,cattle,cattle,mol,PCR ,9,Trypanosoma_evansi,Trypanosoma_evansi,80,10,12.5,K17,10,70,0.125,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta,,
2018,"(Alanazi et al., 2018)",2015-2017,Asia,Saudi Arabia,24°41’N,46°42’E,1,1,SAU,Perissodactyla,Equus caballus,Equus caballus,equids,equids,mol,ITS10-PCR ,9,Trypanosoma_evansi,Trypanosoma_evansi,368,12,3.2,T17,12,356,0.032,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta,,
2018,"(Alanazi et al., 2018)",2015-2017,Asia,Saudi Arabia,24°41’N,46°42’E,1,1,SAU,Perissodactyla,Equus asinus,Equus asinus,equids,equids,mol,ITS10-PCR ,9,Trypanosoma_evansi,Trypanosoma_evansi,142,4,2.8,T17,4,138,0.028,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta,,
2012,"(Berlin et al., 2012)",2008,Asia,Israel,31°47’N,35°12’E,1,1,ISR,Perissodactyla,Equus caballus,Equus caballus,equids,equids,sero," avar(CATT, RDB)",9,Trypanosoma_evansi,Trypanosoma_evansi,614,27,4.4,22578964,27,587,0.044,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta,,
2015,"(Birhanu et al., 2015)",Na,Africa,Ethiopia,09°02’N,38°42’E,1,1,ETH,Perissodactyla,Equus asinus,Equus asinus,equids,equids,mol,PCR,9,Trypanosoma_evansi,Trypanosoma_evansi,84,3,3.6,T19,3,81,0.036,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta,,
2013,"(Elshafie et al., 2013)",NA,Asia,Malaysia,03°09’N,101°41’E,1,1,MYS,Perissodactyla,Equus caballus,Equus caballus,equids,equids,mol, PCR,9,Trypanosoma_evansi,Trypanosoma_evansi,527,6,1.14,24189674,6,521,0.0114,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta,,
2010,"(Hagos et al., 2010)",2005-2007,Africa,Ethiopia,09°02’N,38°42’E,1,1,ETH,Perissodactyla,Equus caballus,Equus caballus,equids,equids,sero,avar (CATT and LATX and ELISA),9,Trypanosoma_evansi,Trypanosoma_evansi,646,157,28,19924557,157,489,0.28,,avar (CATT and LATX and ELISA),1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta,,
2010,"(Hagos et al., 2010)",2007-2008,Africa,Ethiopia,09°02’N,38°42’E,1,1,ETH,Perissodactyla,Equus caballus,Equus caballus,equids,equids,sero,avar(CATT/T.evansi and LATEX/T. evensi),9,Trypanosoma_evansi,Trypanosoma_evansi,880,157,17.8,21309462,157,723,0.178,,avar (CATT and LATX),1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta,,
2018,"(Khan et al., 2018)",NA,Asia,Pakistan,33°40’N,73°10’E,1,1,PAK,Perissodactyla,Equus asinus,Equus asinus,equids,equids,mol,PCR,9,Trypanosoma_evansi,Trypanosoma_evansi,657,58,8.83,19,58,599,0.0883,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta,,
2019,"(Yadav et al., 2019)",2011-2012 to 2014-2015,Asia,India,28°37’N,77°13’E,1,1,IND,Perissodactyla,Equus caballus,Equus caballus,equids,equids,sero,ELISA,9,Trypanosoma_evansi,Trypanosoma_evansi,4181,46,1.1,31405503,46,4135,0.011,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta,,
2019,"(Yadav et al., 2019)",2011-2012 to 2014-2015,Asia,India,28°37’N,77°13’E,1,1,IND,Perissodactyla,Equus asinus,Equus asinus,equids,equids,sero,ELISA,9,Trypanosoma_evansi,Trypanosoma_evansi,986,17,1.7,31405503,17,969,0.017,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta,,
2019,"(Yadav et al., 2019)",2011-2012 to 2014-2015,Asia,India,28°37’N,77°13’E,1,1,IND,Perissodactyla,Equus asinus ,Equus asinus × Equus caballus,equids,equids,sero,ELISA,9,Trypanosoma_evansi,Trypanosoma_evansi,1288,85,6.6,31405503,85,1203,0.066,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta,,
2015,"(Birhanu et al., 2015)",Na,Africa,Ethiopia,09°02’N,38°42’E,1,1,ETH,Artiodactyla,Capra hircus,Capra hircus,goats,goats,mol,PCR,9,Trypanosoma_evansi,Trypanosoma_evansi,264,10,3.9,T19,10,254,0.039,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta,,
2015,"(Birhanu et al., 2015)",Na,Africa,Ethiopia,09°02’N,38°42’E,1,1,ETH,Artiodactyla,Ovis aries,Ovis aries,Sheep,Sheep,mol,PCR,9,Trypanosoma_evansi,Trypanosoma_evansi,25,7,28,T19,7,18,0.28,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta,,
2015,"(Birhanu et al., 2015)",Na,Africa,Ethiopia,09°02’N,38°42’E,1,1,ETH,Artiodactyla,Ovis aries,Ovis aries,Sheep,Sheep,mol,PCR,9,Trypanosoma_evansi,Trypanosoma_evansi,10,1,10,T19,1,9,0.1,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta,,
2015,"(Birhanu et al., 2015)",Na,Africa,Ethiopia,09°02’N,38°42’E,1,1,ETH,Artiodactyla,Ovis aries,Ovis aries,Sheep,Sheep,mol,PCR,9,Trypanosoma_evansi,Trypanosoma_evansi,493,30,6,T19,30,463,0.06,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta,,
2015,"(Birhanu et al., 2015)",Na,Africa,Ethiopia,09°02’N,38°42’E,1,1,ETH,Artiodactyla,Ovis aries,Ovis aries,Sheep,Sheep,mol,PCR,9,Trypanosoma_evansi,Trypanosoma_evansi,181,4,2.2,T19,4,177,0.022,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta,,
2010,"(Schultz et al., 2010)",1993-1995,Africa,South Africa,25°44’S,28°12’E,1,1,ZAF,Passeriformes,Turdus migratorius,Turdus migratorius,birds,birds,micro,"microscopic	examination",9,Trypanosoma_everetti,Trypanosoma_everetti,940,1,0.28,9,1,939,0.0028,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta,,
2001,"(Bajer et al., 2001)",1997-1990,Europe,Poland,52°13’N,21°00’E,1,1,POL,Rodentia,Clethrionomys glareolus,Clethrionomys glareolus,rodents,rodents,micro,"microscopic	examination",9,Trypanosoma_evotomys,Trypanosoma_evotomys,420,63,15,11197763,63,357,0.15,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta,,
2019,"(Northover et al., 2019)",2014-2016,Australia,Australia,35°15’S,149°08’E,1,1,AUS,Proteales,Bettongia penicillata,Bettongia penicillata,animals,animals,mol,PCR,9,Trypanosoma_gilletti,Trypanosoma_gilletti,1162,39,3.4,30898141,39,1123,0.034,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta,,
2014,"(Dennis et al., 2014)",2006,Africa,Zambia,15°28’S,28°16’E,1,1,ZMB,Diptera,Glossina pallidipes ,Glossina pallidipes ,flies,flies,mol, PCR ,9,Trypanosoma_godfreyi,Trypanosoma_godfreyi,419,12,2.9,25138709,12,407,0.029,,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta,,
2014,"(Dennis et al., 2014)",2006,Africa,Zambia,15°28’S,28°16’E,1,1,ZMB,Diptera,Glossina morsitans morsitans ,Glossina morsitans morsitans ,flies,flies,mol, PCR ,9,Trypanosoma_godfreyi,Trypanosoma_godfreyi,137,3,2.2,25138709,3,134,0.022,,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta,,
2016,"(Isaac et al., 2016)",2012,Africa,Nigeria,09°05’N,07°32’E,1,1,NGA,Diptera,Glossina tachinoides,G. tachinoides,flies,flies,mol," PCR, ITS1 ",9,Trypanosoma_godfreyi,Trypanosoma_godfreyi,201,1,0.5,T9,1,200,0.005,,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta,,
2003,"(Malele et al., 2003)",NA,Africa,Tanzania,6.3690° S,34.8888° E,1,1,TZA,Diptera,Glossina palpalis ,G. pallidipes ,flies,flies,micro,"microscopic	examination",9,Trypanosoma_godfreyi,Trypanosoma_godfreyi,301,22,7.31,14636688,22,279,0.0731,,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta,,
