title,abstract
"Species diversity and flagellate infections in the sand fly fauna near Porto Grande, State of Amapa, Brazil (Diptera : Psychodidae. Kinetoplastida : Trypanosomatidae)","Forty-six species of Lutzomyia and one species of Brumptomyia were identified among 20,008 sandflies collected in central Amapa. L. squamiventris maripaensis, L. infraspinosa, L. umbratilis and L. ubiquitalis accounted for 66% of the specimens caught in light traps, and L. umbratilis was the commonest of the 16 species found on tree bases. Seven species of Lutzomyia including L. umbratilis were collected in a plantation of Caribbean pine. Sixty out of 511 female sandflies dissected were positive for flagellates. Among the sandflies from which Leishmania was isolated, promastigotes were observed in the salivary glands and foregut of 13 out of 21 females scored as having very heavy infections in the remainder of the gut, reinforcing the idea that salivary gland invasion may be part of the normal life cycle of Leishmania in nature. Salivary gland infections were detected in specimens of L. umbratilis, L. whimani and L. spathotrichia. Parasites isolated from L. umbratilis, L. whitmam and also from one specimen of L. dendrophyla containing the remains of a bloodmeal, were compatible with Le. guyanensis by morphology and behaviour in hamsters."
"Natural infection by Trypanosoma cruzi in triatomines and seropositivity for Chagas disease of dogs in rural areas of Rio Grande do Norte, Brazil","Chagas disease is caused by the protozoa Trypanosoma cruzi. Its main reservoir is the domestic dog, especially in rural areas with favorable characteristics for vector establishment and proliferation. The aims of this study were to collect data. survey and map the fauna, and identify T cruzi infection in triatomines, as well as to assess the presence of anti-T cruzi antibodies in dogs in rural areas of the municipality of Mossoro, Brazil. Methods: An active entomologic research was conducted to identify adult specimens through an external morphology dichotomous key. The analysis of natural infection by T cruzi in the insects was performed by isolation in culture and polymerase chain reaction. The antibody testing for T cruzi in dogs was performed by enzyme-linked immunosorbent assay and indirect immunofluorescence assay. Results: A total of 68 triatomines were captured, predominantly the Mama brasiliensis bras ilien.sis (Neiva 1911) species. The vector mapping displayed areas with greater risk for parasite transmission. Of the examined triatomines (51 specimens), 41.2% (21/51) were positive on polymerase chain reaction, and all were negative on culture. In the serum testing, 11% (25/218) of dogs were seropositive, but no association was found between the serologic results and the presence and infection by T cruzi in triatomines. Conclusions: This study demonstrated the movement of T cruzi in the studied area, by the presence of vectors and naturally infected domestic reservoirs. The mapping of the studied rural area demonstrates the risk of disease transmission."
EPIDEMIOLOGY OF CUTANEOUS LEISHMANIASIS AT A FOCUS MONITORED BY THE MULTINATIONAL FORCE AND OBSERVERS IN THE NORTHEASTERN SINAI DESERT OF EGYPT,"A longitudinal epidemiologic study of cutaneous leishmaniasis (CL) transmission was conducted between July 1989 and June 1991 in a 1,200-km2 sector of the northeastern Sinai Desert monitored by the Multinational Force and Observers (MFO), an international peace keeping mission between Egypt and Israel. The occurrence of human cases, sand fly density, rodent collection, and isolations of Leishmania confirmed only one of four surveyed locations as a significant focus of CL transmission. Phlebotomus papatasi, the only anthropophilic sand fly species encountered at this focus, comprised more than 96% of the sand fly population and attained human landing densities exceeding 100 sand flies/person/hr during 1990. Seasonal activity of this species ranged from April to November, with highest densities occurring during the period May-September. A peak promastigote infection rate of 2.4% (13 of 534) was observed in P. papatasi during July 1990. Twelve of the 60 (20%) persons at risk during the six months of intense sand fly activity at this site developed lesions consistent with CL; L. major was isolated from nine (75%) of these cases. Leishmania major infection was acquired by two of 22 (9%) sentinel hamsters used during the same period. More than 97% of the 897 wild rodents trapped at this site were desert gerbil species. Leishmania major was the only Leishmania isolated from human, sand fly, wild rodent (Gerbillus pyramidum), and sentinel hamster infections that originated at site Check point 1-Delta, the focus of CL transmission within jurisdiction of the MFO. The altered ecology of this area, created by construction of a dam, may contribute significantly to the transmission dynamics of CL at this focus."
"Prevalence and Associated Factors of Canine Visceral Leishmaniasis in an Endemic Area of Mato Grosso, Brazil","Background: Canine visceral leishmaniasis is a chronic and severe disease of great interest to global public health. In Brazil, the main species causing visceral leishmaniasis is Leishmania chagasi [syn. Leishmania infantum], which is transmitted by sandflies of the species Lutzomyia longipalpis and Lu. cruzi. This study aimed to determine the risk factors and prevalence of visceral leishmaniasis in dogs residing in endemic areas of the municipality of Varzea Grande, Mato Grosso. Material, Methods & Results: The study was conducted in the Varzea Grande neighbourhoods Jardim Eldorado, Parque Sabia and Sao Mateus, which are located in the Brazilian Cerrado region and are endemic for visceral leishmaniasis. The Varzea Grande is a mostly commercial and industrial municipality and relies on subsistence farming. To describe the general characteristics of the dog population and housing environment, an interview was carried out with the dog owners in each household. This interview addressed local demographics and the identification of dogs to establish epidemiological aspects of canine illness and risk factors for infection. The dogs were examined and physically restrained for blood collection by jugular venipuncture. For serological testing, a commercial enzyme-linked immunosorbent assay (ELISA) was used. A Chi-square test or Fisher's exact test was used to identify associations between independent variables and the seroprevalence of dogs with anti-Leishmania antibodies. It were collected blood from 521 animals, including 160 belonging to Jardim Eldorado, 129 to Parque Sabia and 232 to Sao Mateus. Of these animals, 120 were reactive by ELISA, with a prevalence of 23.0%. There was no statistically significant difference (P > 0.05) according to gender, age, racial definition, origin, time with family, presence of ectoparasites, or the presence of people with skin wounds at home or on other pets. The major risk factor for canine infection was fur length; dogs with short fur were 2.2 times more likely to be infected than dogs with long fur. Discussion: The prevalence of canine leishmaniasis in endemic areas was found to be similar to studies in Cuiaba, a city in Varzea Grande, which also included neighbourhoods endemic for visceral leishmaniasis as study areas. Other studies have shown prevalence rates that differ from those found in this study. This difference may either be because the neighbourhoods in this study had already experienced outbreaks of the disease or because serum samples were cross-reactive with other trypanosomatids. While infection was more readily detected in dogs with clinical signs, asymptomatic dogs with anti-Leishmania antibodies were found in greater numbers, which is consistent with the literature. Hair length was the only factor associated with canine leishmaniasis in this study; short-haired animals were most at risk of contracting the disease because they had more skin exposure to sandflies during blood feeding. In conclusion, endemic districts of Varzea Grande had high prevalence rates of canine visceral leishmaniasis, and a short length coat was associated with infection."
"Prevalence of a trypanosomatid in the southern green stink bug, Nezara viridula","The southern green stink bug, Nezara viridula (L.), and certain of its host plants were examined to determine the prevalence and biological characteristics of an intestinal trypanosomatid. Promastigotes with short (less than or equal to 17.5 mu m excluding flagellum) and long forms (greater than or equal to 25.0 mu m) usually infected < 50% of the bugs before August and > 50% (maximum 95%) during August-October, but prevalence was not host-density dependent. The flagellate was detected in adults and in all nymphal instars, at all sampling sites where at least 10 bugs were captured, and in bugs from all host plants sampled (soybean, red clover, vetch). Of bugs with flagellates, 27% were heavily infected (> 20 flagellates per 160x microscope field). Weights of infected and uninfected adults did not differ. Live flagellates were detected in bug feces and in one stem of red clover. When bugs were fed soybean pods, tomatoes, or snap beans in the laboratory, only once were flagellates detected in plant tissue (snap beans). The flagellate was cultured in modified Medium 199. This flagellate is prevalent in N. viridula populations in Louisiana and apparently does not cause significant pathological effects in N. viridula or its host plants, including soybean."
"Prevalence of Trypanosoma cruzi infection in dogs and small mammals in Nuevo Leon, Mexico","Chagas disease, caused by the protozoan Trypanosoma cruzi, is an important public health concern in areas extending from South America northward into the southern United States of America. Although this hemoflagellate has many wild and domestic mammalians reported as reservoir hosts, studies on this subject are scarce in Nuevo Leon state, a region located in northeastern Mexico. This cross-sectional study showed that the general prevalence of T. cruzi infection in Nuevo Leon state was 14.5% (35/241), this percentage matching the ones determined by PCR and traditional diagnostics. Localities and infected mammals did not significantly differ (chi(2) = 6.098, p = 0.192); however the number of infected animals was highly correlated with mammalian species (p = 0.009). Striped skunks (Mephitis mephitis) were found to be the most infected overall (11/34, 32.3%), while dogs (Canis familiaris) had the lowest prevalence. In conclusion, although the prevalence of T. cruzi infection in small mammals was lower in Nuevo Leon than in other states of Mexico, our results provide new locality records, including striped skunks, opossums (Didelphis marsupialis) and dogs, and extend the recorded area to woodrats (Neotoma micropus). (C) 2017 Asociacion Argentina de Microbiologia. Published by Elsevier Espana, S.L.U."
Emerging trends in the seroprevalence of canine leishmaniosis in the Madrid region (central Spain),"This report describes a cross-sectional serological survey of the epidemiology of canine leishmaniosis (CanL) performed in 2006 and 2007 in the Madrid region (central Spain) where the disease is endemic. The work presented here is one of the several studies conducted in different Spanish regions under the Integrated Project of the European Commission entitled Emerging Diseases in a changing European eNvironment (EDEN). The aim of this project is to identify and catalogue European ecosystems and environmental conditions that determine the spatial and temporal distributions and dynamics of several pathogenic agents including Leishmania infantum (EDEN-LEI). The study area (Madrid Autonomous Region) was selected on the grounds of its wide altitude range. This area was surveyed from NE to SW across its mountain range (Sistema Central) and plateau area. One thousand and seventy-six dogs from 32 villages were examined for clinical signs of CanL, and serum samples were obtained to determine several haematological and biochemical variables. Leishmaniosis-specific antibodies were identified using an indirect immunofluorescence antibody test (IFAT). 87 of the 1076 dogs were seropositive for the protozoan (IFAT: cut-off >= 1/80) indicating a seroprevalence of 8.1% (0-16.1% depending on the village). On the basis of a physical examination and the biochemical/haematological status of each dog, 32 of the 87 infected dogs were described as clinically healthy (37%). Seroprevalence showed a peak in young dogs (1-2 years) and a second larger peak among the older dogs (7-8 years). Factors correlated with a higher infection risk were age (OR= 1.15 [95% Cl: 1.07-1.22]), weight (OR = 1.10 [95% Cl: 1.04-1.16]), and living outdoors as opposed to in a home (OR= 3.38 195% Cl: 1.42-8.05]). According to data from studies performed in 1992 in the same area, the seroprevalence of CanL has increased 1.54-fold [95% Cl: 1.04-2.29]. Given that this increasing trend cannot be attributed to differences in the sociodemographic characteristics of the dog populations, it is proposed that environmental changes could have had an impact on vector and reservoir densities and their geographical distributions. Further studies designed to explain this trend should attempt to correlate sand fly densities and CanL seroprevalences with climate, land use and human changes. (C) 2009 Elsevier B.V. All rights reserved."
"Ecological parameters of the (S)-9-methylgermacrene-B population of the Lutzomyia longipalpis complex in a visceral leishmaniasis area in Sao Paulo state, Brazil","Background: Visceral leishmaniasis (VL) is an important public health challenge in Brazil because of the high number of human and canine cases reported annually. Leishmania infantum is the etiological agent of VL and Lutzomyia longipalpis is its main vector. However, evidence suggests that this taxon constitutes a species complex. In Sao Paulo state, there are two populations of Lu. longipalpis, each secreting distinct pheromones, (S)-9-methylgermacrene-B and Cembrene 1; both have been associated with different patterns of VL transmission. The aim of the present study was to investigate the temporal distribution and natural infection of the (S)-9-methylgermacrene-B population of the Lu. longipalpis complex in a highly VL endemic area of Sao Paulo state to obtain information that may contribute to the surveillance of this zoonosis and to the planning of preventive and control measures. Methods: The study was carried out in Panorama municipality, Sao Paulo State. Captures were made during 24 months in seven domiciles. The relation between sand fly abundance and climatic variables, temperature and humidity, was analyzed and natural infection by Leishmania spp. in sand fly females was investigated by nested PCR. Results: A total of 4120 sand flies, with predominance of Lu. longipalpis (97.2%) were captured. The highest averages of sand flies/night/trap occurred in the rainy season (November-March) and a positive, significant correlation between sand fly abundance and the temperature and humidity 20 days before the capture days was found. Leishmania infantum DNA was detected in three out of 250 pools of females analyzed, giving an estimated minimum infection rate of 1.2%. Conclusion: The identification of the climatic association between the high abundance of the vector in this highly endemic VL focus constitutes a fundamental point for evaluating future vector and dog control measures and this information increases the data of VL foci in Sao Paulo state that could contribute to the public health authorities in planning prevention and control measures. The identification of natural infection by Le. infantum in Lu. longipalpis specimens reinforces the importance of entomological surveillance activities in this municipality."
Development of a LAMP assay for detection of Leishmania infantum infection in dogs using conjunctival swab samples,"Background: Leishmania infantum infections in dogs play a crucial role in the transmission of pathogens causing visceral leishmaniasis to humans in the Gansu province, northwest China. To be able to control zoonotic transmission of the parasite to humans, a non-invasive loop-mediated isothermal amplification (LAMP) assay to specifically detect L. infantum infections in dogs was developed. Methods: The primers used in the LAMP assay were designed to target kinetoplast DNA minicircle sequences of the L. infantum isolate MCAN/CN/90/SC and tested using DNA isolated from promastigotes of different Leishmania species. The LAMP assay was evaluated with conjunctional swab samples obtained from 111 and 33 dogs living in an endemic and a non-endemic region of zoonotic visceral leishmaniasis in the Gansu province, respectively. The LAMP assay was also compared with conventional PCR, ELISA and microscopy using conjunctional swab, serum and bone marrow samples from the dogs, respectively. Results: The LAMP assay detected 1 fg of L. infantum DNA purified from cultured promastigotes which was 10-fold more sensitive than a conventional PCR test using Leishmania genus-specific primers. No cross reaction was observed with DNA isolated from promastigotes of L. donovani, L. major, L. tropica, and L. braziliensis, and the L. infantum reference strain MHOM/TN/80/IPT1. The L. infantum-positive rates obtained for field-collected samples were 61.3 %, 58.6 %, 40.5 % and 10.8 % by LAMP, PCR, ELISA and microscopy, respectively. As only one out of the 33 samples from control dogs from the non-endemic region of zoonotic visceral leishmaniasis was positive by the LAMP assay and the PCR test, the observed true negative rate (specificity) was 97 % for both methods. Conclusion: This study has shown that the non-invasive, conjunctional swab-based LAMP assay developed was more sensitive in the detection of leishmaniasis in dogs than PCR, ELISA and microscopy. The findings indicate that the LAMP assay is a sensitive and specific method for the field surveillance of domestic dogs, particularly of asymptomatic canines, in ZVL-endemic areas in western China."
Trypanosomiasis in Venezuelan water buffaloes: association of packed-cell volumes with seroprevalence and current trypanosome infection,"The seroprevalence of trypanosomiasis and the prevalence of current trypanosome infection in water buffaloes from the most important livestock areas of Venezuela were evaluated by IFAT and the microhaematocrit centrifugation technique, respectively. The usefulness of a PCR-based assay for identifying the trypanosome species in the buffaloes was also evaluated. Of the 644 animals investigated, 40 (6.2%) were found infected with trypanosomes by blood centrifugation, and 196 (30.4%) were found positive for anti-trypanosome antibodies, by IFAT. The results of the PCR-based assay indicated that 92.5% of the animals with current infections were infected with Trypanosoma vivax and the rest with T. theileri (the first molecular confirmation of T. theileri in Venezuelan water buffaloes). The national programme to treat and prevent trypanosome infections in the buffaloes does not appear to be meeting with great success, even though it is focused on T. vivax. Although the level of parasitaemia was categorized as low for 28 (70%) of the infections detected (and packed-cell volumes appeared to be unassociated with IFAT result, and uncorrelated, in the infected animals, with level of parasitaemia), the 40 infected buffaloes had a significantly lower mean packed-cell volume than the uninfected animals (P < 0.05). Farmers should therefore be made aware of the probability of trypanosome-attributable losses in buffalo productivity."
"Molecular characterization of Trypanosoma vivax in naturally-infected sheep from two farms at San Fernando and Biruaca Counties, Apure State, Venezuela","This study was made to achieve a molecular characterization of Trypanosoma vivax in two Venezuelan farms where both small ruminants (mainly ovines) and bovines (cattle and water buffaloes) share the same agroecological area. In addition, it was made to assess the role of sheep as source of T. vivax infection for cattle and buffalo herds. The microhematocrit centrifugation technique (MHC) was used to establish the percentage of current trypanosome infection. A PCR-based assay was used to confirm the species identification while a PCR-RFLP assay was used for studying intra-specific variation among T. vivax from sheep vs. those from other livestock from the same area. From 320 sheep blood samples, MHC detected 11 (4,35%) which is of remarkable epidemiological significance due to the low sensitivity of this method. Based on PCR results, T. vivax was characterized as the only species responsible for all sheep infections. All infected animals showed a lower packed cell volume value (P<0,05) when compared with the non-infected (22,435 vs. 31,450). The PCR-RFLP technique revealed similar profiles among T. vivax isolates suggesting a non intra-specific variation within the molecular marker amplified regardless the host (sheep water buffaloes or cattle). Thus, it was suggested that T. vivax infecting sheep, cattle, and buffaloes in the study area could be genetically closely related. These findings show that sheep may play an important role in the epidemiology of livestock trypanosomiasis in this area and they might be incorporated into therapeutic and preventive programs against livestock trypanosomiasis."
Remarkable richness of trypanosomes in tsetse flies (Glossina morsitans morsitans and Glossina pallidipes) from the Gorongosa National Park and Niassa National Reserve of Mozambique revealed by fluorescent fragment length barcoding (FFLB),
"One Health Interactions of Chagas Disease Vectors, Canid Hosts, and Human Residents along the Texas-Mexico Border",
"Evidence of Leishmania infantum infection in rabbits (Oryctolagus cuniculus) in a natural area in Madrid, Spain",
A serological survey of Trypanosoma cruzi infection in dogs of two urban areas of Mexico,"Five hundred and one dog sera from Cuernavaca, Morelos, and five hundred sera from Puebla, Puebla, Mexico were tested by the enzyme linked immunosorbent assay (ELISA) for the presence of Trypanosoma cruzi antibodies. The overall prevalences were 8.8% (44 seropositives) in Cuernavaca and 24.2% (121 seropositives) in Puebla. The age-specific prevalences were calculated and the highest antibody prevalence in dogs from Cuernavaca was found in 7 year old dogs (19%) and in 8 year old dogs in Puebla (50%). Puppies in each city had greater than or equal to 10% seroprevalence. There was statistical significant association with male gender and longer length of haircoat with seroprevalence in Cuernavaca city but not in Puebla city. The presence of antibodies against Trypanosoma cruzi in dogs suggests that there should be continuous awareness on the part of the Medical and Veterinary professions that the disease exists and that the transmission is occurring in urban areas of Mexico."
"Comparative diagnosis of parasitological, serological, and molecular tests in dourine-suspected horses","Study on comparative sensitivity of parasitological, serological, and molecular tests on 237 horses originating from two dourine-suspected districts of Arsi-Bale highlands of Ethiopia was conducted to determine the prevalence of the disease and degree of agreement of the diagnostic tests. Accordingly, the prevalence of the disease was found to be 4.6%, 36.7%, and 47.6% by parasitological Woo test, RoTat 1.2 and 18S PCR tests, respectively. The seroprevalence of the disease was 27.6% in CATT/Trypanosoma evansi test. In Ethiopia, it was for the first time that trypanosomes from dourine suspected horses were demonstrated in 4.6% of the animals using Woo test. The findings of the present study disclosed that dourine is highly prevalent and one of the major diseases of horses in the area. There was no statistically significant difference (P > 0.05) in prevalence of the disease between districts, sexes, and age groups of the animals. However, there was a statistically significant difference (P < 0.05) in the prevalence of the disease between emaciated and animals with good body condition. Assessment of the degree of agreement of the diagnostic tests employed revealed low to fair (k - 0.1 - 0.4) with significantly higher sensitivity by PCR than other tests."
Prevalence of hematozoa in overwintering American redstarts (Setophaga ruticilla): No evidence for local transmission,"We examined American redstarts (Setophaga ruticilla) for protozoan blood parasites on their wintering grounds to determine whether transmission of these parasites occurs prior to spring migration. A total of 73 blood smears from 37 birds were examined for presence and intensity of infection. Thirty-six birds were sampled in the fall, soon after arriving from northern breeding grounds, and the spring prior to departure. Two (5%) of the samples collected in the fall were positive for Haemoproteus fringillae and one (3%) had detectable infections of Trypanosoma avium. Individuals infected with H. fringillae were hatching year redstarts sampled in September and October. Intensity of infection was 78 and <1 infected erythrocytes per 10,000 erythrocytes, respectively. None of the birds had detectable infections when resampled prior to spring migration the following March."
HEMATOZOA FROM PASSERIFORM BIRDS IN LOUISIANA,"Blood smears were examined fro 935 individuals of 19 migrant and resident bird species collected in Lousiana. Of these, 320 (34.2%) harbored hematozoa. The prevalences of parasites were as follows: Haemoproteus spp. 22.8%, Trypanosoma spp. 6.9%, unidentified microfilariae 5.0%, Plasmodium spp. 3.4%, and Leucocytozoon spp. 1.3%. These data are consistent with other reports from the region. Infections were observed in 33% of the individuals in the 13 migrant species sampled and 33% of the individuals in the 6 resident species."
Blood parasites of Nearctic-Neotropical migrant passerine birds during spring trans-gulf migration: Impact on host body condition,"To test the hypothesis that migrants infected with blood parasites arrive on the northern coast of the Gulf of Mexico in poorer condition than uninfected birds, we examined 1,705 migrant passerine birds representing 54 species of 11 families from 2 Gulf Coast sites for blood parasites. Three hundred and sixty (21.1 %) were infected with 1 or more species of 4 genera of blood parasites. The prevalence of parasites was as follows: Haemoproteus spp. (11.7%), Plasmodium spp. (6.7%), LeucocytoZoon spp. (1.3%), and Trypanosoma spp. (1.2%). Both prevalence and density of Haemoproteus spp. infection varied among species. We found no relationship of gender or age with the prevalence of Haemoproteus spp. infection or Plasmodium spp. infection, with the exception of the orchard oriole (Icterus spurius) for which older birds were more likely to be infected with Haemoproteus spp. than younger birds. We also found that scarlet tanagers and summer tanagers infected with species of Haemoproteus have lower fat scores than uninfected individuals and that rose-breasted grosbeaks and Baltimore orioles infected with Haemoproteus spp. have a smaller mean body mass than uninfected individuals. Blood parasites do seem to pose a physiological cost for Neotropical migrant passerines and may be important components of the ecology of these species."
Domestic dog ownership in Iran is a risk factor for human infection with Leishmania infantum,"One explanation proposed for the widespread failure to control zoonotic visceral leishmaniasis by culling infected domestic dogs is that wild canids or humans play significant roles in transmission. The aim of this study was to determine the importance of domestic dogs as the reservoir hosts of visceral leishmaniasis in northwest Iran. A random sample of 3,872 children and 199 dogs in 38 villages was surveyed by the direct agglutination test. Dog ownership details among these households were collected by questionnaire. Parasites isolated from 16 patients and 12 dogs were characterized as Leishmania infantum MON-1. Average seroprevalence in dogs (21.6%) was much higher than in children (7%). Child seropositivity increased significantly with village dog density in absolute terms (P < 0.001) and in relation to dog/human ratios (P = 0.028). Dog ownership within villages also was a significant risk factor for child seropositivity (P = 0.003)."
"The isolation of Leishmania tropica and L. aethiopica from Phlebotomus (Paraphlebotomus) species (Diptera : Psychodidae) in the Awash Valley, northeastern Ethiopia","In a survey of Leishmania infections in phlebotomine sandflies in a highly suspected focus of leishmaniasis in the Awash Valley (northeastern Ethiopia) between January 1994 and August 1997, a total of 3307 females of 11 Phlebotomus species (P. orientalis, P. fantalensis, P. saevus, P. sergenti, P. gemetchi, P. alexandri, P. bergeroti, P. duboscqi, P. arabicus, P. martini, and P. rodhaini) were dissected. Promastigotes were detected in 17 females of three species (11 P. saevus, 4 P. sergenti and 2 P. arabicus). Of these, only two P. soevus (one from Upper Awash and one from Middle Awash) and three P. sergenti (from Upper Awash) positives were successfully isolated in culture and were typed by isoenzyme analysis. Four isolates (two each from P. saevus and P. sergenti) were identified as new zymodemes (Z) of L. tropica and one isolate from P. sergenti was typed as a new zymodeme of L. aethiopica. This is the first finding of natural infections of P saevus and P arabicus and the first evidence for the former to be a vector of L. tropica. This is also the first time P. sergenti has been implicated in L. tropica transmission in Ethiopia; the isolation of L. aethiopica from a Paraphlebotomus species (P. sergenti) is also a new record. The possible presence of human cutaneous leishmaniasis (L. tropica and L. aethiopica), and wild reservoir host(s) of the parasites, especially rock hyrax (Procavia capensis) in the Upper and Middle Awash Valley remain to be determined. (C) 2003 Royal Society of Tropical Medicine and Hygiene. Published by Elsevier Ltd. All. rights reserved."
Evaluation of Trypanosama evansi prevalence and risk factors in the one-humped camels (Camelus dromedarius) of the north-east of Iran by a real-time PCR test,"The Surra caused by Trypanosoma evansi (T. evansi) is an economically damaging disease of livestock including camels, horses, and buffaloes. The disease is transmitted by arthropod flies belonging to family tabanidae. The clinical signs of affected animals include recurrent fever, progressive anemia, cachexia, edema, and abortion. In order to determine the point prevalence of Surra in the camel population of north-east of Iran, 152 blood samples from one-humped camels were collected by multiple cluster sampling methods from three provinces, namely, Razavi Khorasan (R.Kh.), Northern Khorasan (N.Kh.), and Southern Khorasan (S.Kh.). The nucleic acid extracted from the bully coat of each blood sample was analyzed by SYBR green real-time PCR test for the detection of T. evansi in the blood samples. T. evansi was detected in 10 out of 152 camel blood samples (6.5%) with a prevalence rate of 8.6, 9.3, and 1.4 percent in R.Kh., N.Kh., and S.Kh. provinces, respectively. The prevalence of the disease decreased from north to south in the Khorasan provinces. Multivariate logistic regression analyses showed that among risk factors influencing Surra in the camel population, location was the most remarkable risk factor. Different geographical conditions, climate change, and the amount of raining can be considered as the factors affecting Surra vector population from north to south, resulting in a decrease in the rate of the prevalence of Surra from north to south."
Genotype Profile of Leishmania major Strains Isolated from Tunisian Rodent Reservoir Hosts Revealed by Multilocus Microsatellite Typing,"Zoonotic cutaneous leishmaniasis (ZCL) caused by Leishmania (L.) major parasites represents a major health problem with a large spectrum of clinical manifestations. Psammomys (P.) obesus and Meriones (M.) shawi represent the most important host reservoirs of these parasites in Tunisia. We already reported that infection prevalence is different between these two rodent species. We aimed in this work to evaluate the importance of genetic diversity in L. major parasites isolated from different proven and suspected reservoirs for ZCL. Using the multilocus microsatellites typing (MLMT), we analyzed the genetic diversity among strains isolated from (i) P. obesus (n = 31), (ii) M. shawi (n = 8) and (iii) Mustela nivalis (n = 1), captured in Sidi Bouzid, an endemic region for ZCL located in the Center of Tunisia. Studied strains present a new homogeneous genotype profile so far as all tested markers and showed no polymorphism regardless of the parasite host-reservoir origin. This lack of genetic diversity among these L. major isolates is the first genetic information on strains isolated from Leishmania reservoirs hosts in Tunisia. This result indicates that rodent hosts are unlikely to exert a selective pressure on parasites and stresses on the similarity of geographic and ecological features in this study area. Overall, these results increase our knowledge among rodent reservoir hosts and L. major parasites interaction."
Leishmania Major Infection Among Psammomys Obesus and Meriones Shawi: Reservoirs of Zoonotic Cutaneous Leishmaniasis in Sidi Bouzid (Central Tunisia),"A study was undertaken between November 2008 and March 2010, in the focus of cutaneous leishmaniasis of Central Tunisia, to evaluate the role of Psammomys obesus (n = 472) and Meriones shawi (n = 167) as reservoir hosts for Leishmania major infection. Prevalence of L. major infection was 7% versus 5% for culture (p = not signifiant [NS]), 19% versus 16% for direct examination of smears (p = NS), and 20% versus 33% (p = NS) for Indirect Fluorescent Antibody Test among P. obesus and M. shawi, respectively. The peak of this infection was in winter and autumn and increased steadily with age for the both species of rodents. The clinical examination showed that depilation, hyper-pigmentation, ignition, and severe edema of the higher edge of the ears were the most frequent signs observed in the study sample (all signs combined: 47% for P. obesus versus 43% for M. shawi; p = NS). However, the lesions were bilateral and seem to be more destructive among M. shawi compared with P. obesus. Asymptomatic infection was similar to 40% for both rodents. This study demonstrated that M. shawi plays an important role in the transmission and the emergence of Leishmania major cutaneous leishmaniasis in Tunisia."
"Molecular investigation and geographical distribution of Leishmania spp infection in stray and owned cats (Felis catus) in Thessaly, central Greece","In this study we aimed to determine the prevalence of Leishmania spp infection and to report the geographical distribution of Leishmania spp infected cats from Thessaly, central Greece, an endemic region for canine and human leishmaniosis. Blood samples were collected from a total of 150 cats (34 stray and 116 owned) from the area of Thessaly, i.e. Larissa (n=6), Volos (n=94), Trikala (n=30) and Karditsa (n=20). Data on signalment and living conditions were registered for each cat. The samples were tested by Internal Transcribed Spacer 1 nested PCR (ITS1 nested PCR). Geographical Information System (GIS) was used to define the geographical distribution of the Leishmania spp infected cats in relation to the land uses and the altitude. In total, 13.3% (95% CI: 8.3-19.8) of the sampled cats were found positive for Leishmania spp DNA. More precisely, the results are 12.8% (95% CI 6.8-21.2) in Volos, 20% (95% CI 6.8-21.2) in Trikala and 10% (95% CI 12-31.7) in Karditsa while none of the six cats examined from the region of Larissa was found PCR positive. The Leishmania spp infected cats were found in artificial surfaces and associated areas and in cultivated and managed areas with a mean altitude of 81,7 m above sea level (range 14 - 225 +/- 51.57 SD). No significant correlation was found between Leishmania spp infection and signalment or living conditions, thus suggest ing that the infection is uniformly distributed among the screened feline population. The findings of this study along with the occurrence of competent vectors of Leishmania infantum in Thessaly, support the hypothesis that cats may serve as a reservoir for Leishmania spp in this region and highlight the need for surveillance in feline population and implementation of control measures. However, the epidemiological role of cats in the maintenance and transmission of Leishmania spp has yet to be defined and deserves further investigation."
Prevalence of antibodies and cell mediated immune response against Leishmania major in feral nonhuman primates from Kenya,"In Kenya, Leishmania major is responsible for human cutaneous leishmaniasis(CL). Natural infection with L. major of a vervet monkey and experimental susceptibility of some nonhuman primates (NHPs) from Kenya has been established. However, there has been no comprehensive study of the prevalence of zoonotic CL in Kenya. And also, no investigation has been done to assess whether NHPs could be potential reservoir hosts of L. major even when the involvement of reservoir animals is obligatory in transmission of this parasite. To achieve this, wild caught Chlorocebus aethiops (Vervet monkeys n = 213). Papio cynocephalus anubis (olive baboons n = 101) and Cercopithecus mitis (Syke's monkeys it = 64) from five geographical locations in Kenya were screened for antibodies against L. major using enzyme linked immunosorbent assay (ELISA) and Western blot (WB) analysis. From the population of C. aethiops (n = 213) captured, 57 were used in lymphocyte proliferation assay. ELISA revealed a high prevalence of leishmaniasis sero conversion in olive baboons 78/101 (77.2%), vervet monkeys 129/213 (60.6%) and Sykes' monkeys 43/64 (67.2%). WB detected anti-L. major antibodies in 48.5% (49/101) of the baboons, 48% (102/213) of vervet monkeys and 37.5% (24/64) of Sykes' monkey sera. Specific proliferation of peripheral blood mononuclear cells to L. major antigen was demonstrated ill 17 of the 57 (29.8%) vervet monkeys. In conclusion, the results of serological assays provide strong circumstantial evidence that CL is prevalent in five Provinces of Kenya and that Kenyan NHPs Could be could be a potential reservoir hosts of L. major. (C) 2008 Elsevier B.V. All rights reserved."
